tempcode,placeid,place23cd,placesort,place23nm,splitind,descnm,ctyhistnm,cty61nm,cty91nm,ctyltnm,ctry23nm,cty23cd,cty23nm,lad61nm,lad61desc,lad91nm,lad91desc,lad23cd,lad23nm,lad23desc,ced23cd,wd23cd,par23cd,hlth23cd,hlth23nm,regd23cd,regd23nm,rgn23cd,rgn23nm,npark23cd,npark23nm,bua22cd,pcon23cd,pcon23nm,eer23cd,eer23nm,pfa23cd,pfa23nm,gridgb1m,gridgb1e,gridgb1n,grid1km,lat,long,origin,reason,confidence
305,397,IPN0000434,Achnacarnin,Achnacarnin,0,LOC,Sutherland,Sutherland,Highland,Sutherland,Scotland,,,Assynt,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000009,"Caithness, Sutherland and Easter Ross",S15000001,Scotland,S23000009,Scotland,2041560931838.0,204156.0,931838.0,NC0431,58.231572,-5.33726,Scottish Gaelic,"Classic Gaelic structure: 'Achadh' (field) + 'na' (of the) + 'carnain' (little cairns/stone heaps). The 'Ach-' prefix is a common anglicization of Gaelic 'achadh', and the full name follows Gaelic grammatical patterns with the genitive construction.",High
38610,47733,IPN0050102,Newbigging,Newbigging,0,LOC,Angus,Angus,Tayside,Angus,Scotland,,,Monifieth,LD,Tayside,DIST,S12000041,Angus,CA,,,,S08000030,Tayside,,,S99999999,,,,,S14000015,Dundee East,S15000001,Scotland,S23000009,Scotland,3421970737604.0,342197.0,737604.0,NO4237,56.526883,-2.941229,Scots,Germanic/Anglo-Saxon origin through Scots language. 'New' + 'bigging' where 'bigging' derives from Old Norse 'byggja' (to build) but entered Scots as 'bigging' meaning building or settlement. Common Scots toponymic pattern indicating a new settlement or building.,High
21246,26729,IPN0028091,Glengarnock,Glengarnock,0,LOC,Ayrshire,Ayr,Strathclyde,Ayrshire and Arran,Scotland,,,Kilbirnie,LD,Strathclyde,DIST,S12000021,North Ayrshire,CA,,,,S08000015,Ayrshire and Arran,,,S99999999,,,,,S14000048,North Ayrshire and Arran,S15000001,Scotland,S23000009,Scotland,2319040652908.0,231904.0,652908.0,NS3152,55.740291,-4.679135,Scottish Gaelic,"Contains the Scottish Gaelic prefix 'glen-' meaning valley, combined with what appears to be 'garbh' (rough) and 'cnoc' (hill), creating 'glen of the rough hill'. This follows typical Gaelic toponymic patterns found throughout the Scottish Highlands and Lowlands.",High
59031,73674,IPN0077265,Westown,Westown,0,LOC,Perthshire,Perth,Tayside,Perth and Kinross,Scotland,,,Perth,LD,Tayside,DIST,S12000048,Perth and Kinross,CA,,,,S08000030,Tayside,,,S99999999,,,,,S14000054,Perth and North Perthshire,S15000001,Scotland,S23000009,Scotland,3250450727076.0,325045.0,727076.0,NO2527,56.429897,-3.216947,English,"Clear English compound of 'West' + 'town', indicating a settlement's position relative to another location. This straightforward English toponymic pattern reflects later English-speaking settlement or administrative naming conventions.",High
16229,20430,IPN0021463,Drumsmittal,Drumsmittal,0,LOC,Ross-shire,Ross and Cromarty,Highland,Ross and Cromarty,Scotland,,,Avoch,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000055,"Ross, Skye and Lochaber",S15000001,Scotland,S23000009,Scotland,2646700850443.0,264670.0,850443.0,NH6450,57.523833,-4.261411,Scottish Gaelic,"Contains the Scottish Gaelic prefix 'drum-' meaning ridge or elevated ground. The second element 'smittal' is less clear but may derive from a Gaelic personal name or descriptive term that has undergone phonetic anglicization over time, which is common in Scottish place names.",Medium
26327,32914,IPN0034611,Hillwell,Hillwell,0,LOC,Shetland,Zetland,,Shetland,Scotland,,,Dunrossness,LD,Shetland,IA,S12000027,Shetland Islands,CA,,,,S08000026,Shetland,,,S99999999,,,,,S14000051,Orkney and Shetland,S15000001,Scotland,S23000009,Scotland,4373741114099.0,437374.0,1114099.0,HU3714,59.910267,-1.333563,English,"Compound name combining 'Hill' (Old English 'hyll') and 'Well' (Old English 'wella'), both standard Germanic/English toponymic elements. The straightforward descriptive nature indicates English settlement naming patterns rather than Celtic influence.",High
1077,1412,IPN0001503,Ancrum,Ancrum,0,LOC,Roxburghshire,Roxburgh,Borders,"Roxburgh, Ettrick and Lauderdale",Scotland,,,Jedburgh,LD,Borders,DIST,S12000026,Scottish Borders,CA,,,,S08000016,Borders,,,S99999999,,,,,S14000008,"Berwickshire, Roxburgh and Selkirk",S15000001,Scotland,S23000009,Scotland,3627700624595.0,362770.0,624595.0,NT6224,55.513686,-2.591108,Scots,"Located in the Scottish Borders, this name likely derives from Old English 'anc' (narrow) + 'rum' (room/space), meaning 'narrow place'. The phonetic development and Border location suggest Scots linguistic influence on an Anglo-Saxon base, typical of areas with Germanic settlement followed by Scots development.",Medium
35377,44202,IPN0046425,Marykirk,Marykirk,0,LOC,Kincardineshire,Kincardine,Grampian,Kincardineshire,Scotland,,,Laurencekirk,LD,Grampian,DIST,S12000034,Aberdeenshire,CA,,,,S08000020,Grampian,,,S99999999,,,,,S14000058,West Aberdeenshire and Kincardine,S15000001,Scotland,S23000009,Scotland,3688030765784.0,368803.0,765784.0,NO6865,56.782557,-2.512185,Scots,"Compound of 'Mary' (personal name, likely referring to the Virgin Mary) + 'kirk' (Scots for church, from Old Norse 'kirkja'). The use of 'kirk' rather than 'church' is distinctively Scots, indicating Scottish ecclesiastical naming conventions during medieval period.",High
52334,65643,IPN0068944,Symbister,Symbister,0,LOC,Shetland,Zetland,,Shetland,Scotland,,,Nesting/Whalsay,LD,Shetland,IA,S12000027,Shetland Islands,CA,,,,S08000026,Shetland,,,S99999999,,,,,S14000051,Orkney and Shetland,S15000001,Scotland,S23000009,Scotland,4543831162269.0,454383.0,1162269.0,HU5462,60.340832,-1.016683,Norse,"The '-ster' suffix is a characteristic Norse toponymic element meaning 'place' or 'settlement', commonly found in Shetland and Orkney. The first element 'Symbi-' likely derives from Old Norse personal name or descriptive term. This pattern is典型 of Norse settlement naming in the Northern Isles.",High
4971,6452,IPN0006787,Blaich,Blaich,0,LOC,Argyllshire,Argyll,Highland,Inverness,Scotland,,,Ardnamurchan,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000055,"Ross, Skye and Lochaber",S15000001,Scotland,S23000009,Scotland,2037320777049.0,203732.0,777049.0,NN0377,56.843285,-5.219543,Scottish Gaelic,"Derives from Scottish Gaelic 'blàth' meaning 'warm' or 'blaich' meaning 'buttermilk', with the '-ch' ending being characteristic of Gaelic phonology. The sound pattern and morphology are distinctly Gaelic, likely describing a topographical or agricultural feature.",High
2144,2839,IPN0003001,Backhill,Backhill,0,LOC,Aberdeenshire,Aberdeen,Grampian,Aberdeenshire,Scotland,,,Turriff,LD,Grampian,DIST,S12000034,Aberdeenshire,CA,,,,S08000020,Grampian,,,S99999999,,,,,S14000007,Banff and Buchan,S15000001,Scotland,S23000009,Scotland,3791960839914.0,379196.0,839914.0,NJ7939,57.449037,-2.348297,Scots,This is a compound name with 'Back' (from Scots/English meaning 'ridge' or 'elevated ground behind something') + 'hill'. This straightforward descriptive compound follows typical Scots toponymic patterns using Germanic-derived elements to describe topographical features.,High
51414,64366,IPN0067605,Stove,Stove,0,LOC,Shetland,Zetland,,Shetland,Scotland,,,Dunrossness,LD,Shetland,IA,S12000027,Shetland Islands,CA,,,,S08000026,Shetland,,,S99999999,,,,,S14000051,Orkney and Shetland,S15000001,Scotland,S23000009,Scotland,4423301124008.0,442330.0,1124008.0,HU4224,59.998757,-1.242936,Norse,"Likely from Old Norse 'stofa' meaning 'heated room' or 'house', which appears in various Scottish place names influenced by Norse settlement patterns. The phonetic development from 'stofa' to 'Stove' follows typical Norse-to-Scots linguistic evolution.",Medium
20962,26405,IPN0027739,Gilfoot,Gilfoot,0,LOC,Ayrshire,Ayr,Strathclyde,Ayrshire and Arran,Scotland,,,Kilmarnock,LD,Strathclyde,DIST,S12000008,East Ayrshire,CA,,,,S08000015,Ayrshire and Arran,,,S99999999,,,,,S14000040,Kilmarnock and Loudoun,S15000001,Scotland,S23000009,Scotland,2524780637091.0,252478.0,637091.0,NS5237,55.605002,-4.343241,Scots,"Clear compound of Scots/English elements: 'Gil' (from personal name or 'gill' meaning ravine) + 'foot' (Germanic origin meaning base/bottom). This formation pattern is characteristic of Scots toponymy, describing a location at the base of a ravine or associated with someone named Gil.",High
9667,12227,IPN0012869,Carronbridge,Carronbridge,0,LOC,Dumfriesshire,Dumfries,Dumfries and Galloway,Dumfries,Scotland,,,Thornhill,LD,Dumfries and Galloway,DIST,S12000006,Dumfries and Galloway,CA,,,,S08000017,Dumfries and Galloway,,,S99999999,,,,,S14000014,"Dumfriesshire, Clydesdale and Tweeddale",S15000001,Scotland,S23000009,Scotland,2869780597874.0,286978.0,597874.0,NX8697,55.262033,-3.780031,Scottish Gaelic,"'Carron' derives from Scottish Gaelic 'carrán' meaning 'little cairn' or 'rocky place', combined with English 'bridge'. This represents linguistic layering where the original Gaelic settlement name was later extended with English descriptive element, typical of areas where Gaelic place names were adapted during English-speaking settlement.",High
28239,35320,IPN0037106,Inveresk,Inveresk,0,LOC,Midlothian,Midlothian,Lothian,East Lothian,Scotland,,,Musselburgh,LD,Lothian,DIST,S12000010,East Lothian,CA,,,,S08000024,Lothian,,,S99999999,,,,,S14000020,East Lothian,S15000001,Scotland,S23000009,Scotland,3348700671635.0,334870.0,671635.0,NT3471,55.933341,-3.044066,Scottish Gaelic,"Contains the Gaelic prefix 'inver-' meaning 'mouth of a river' or 'confluence'. The second element '-esk' is likely from Gaelic 'uisge' (water) or a river name. This follows the classic Gaelic toponymic pattern found throughout Scotland, particularly in areas of historical Gaelic settlement.",High
54482,68295,IPN0071699,Tormisdale,Tormisdale,0,LOC,Argyllshire,Argyll,Strathclyde,Argyll and Bute,Scotland,,,Islay,LD,Strathclyde,DIST,S12000035,Argyll and Bute,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000005,Argyll and Bute,S15000001,Scotland,S23000009,Scotland,1193580658741.0,119358.0,658741.0,NR1958,55.740458,-6.472929,Norse,"Contains the Norse suffix '-dale' meaning 'valley', a characteristic element of Scandinavian settlement toponymy. The first element 'Tormis-' appears to be of Norse origin, possibly from a personal name or descriptive term. This pattern is consistent with Norse settlement areas in Scotland, particularly in the Highlands and Islands.",High
23833,29894,IPN0031473,Hardmuir,Hardmuir,0,LOC,Nairnshire,Nairn,Highland,Nairn,Scotland,,,Auldearn,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000039,"Inverness, Nairn, Badenoch and Strathspey",S15000001,Scotland,S23000009,Scotland,2955360856593.0,295536.0,856593.0,NH9556,57.58723,-3.748967,Scots,"Compound name with 'Hard-' (Scots/Germanic meaning difficult, firm, or harsh) and 'muir' (Scots form of 'moor', meaning open wasteland or heath). This represents the Germanic linguistic influence through Scots, with 'muir' being the characteristically Scottish form rather than standard English 'moor'.",High
7608,9739,IPN0010242,Browland,Browland,0,LOC,Shetland,Zetland,,Shetland,Scotland,,,Sandsting,LD,Shetland,IA,S12000027,Shetland Islands,CA,,,,S08000026,Shetland,,,S99999999,,,,,S14000051,Orkney and Shetland,S15000001,Scotland,S23000009,Scotland,4269861150592.0,426986.0,1150592.0,HU2650,60.238733,-1.514507,English,"Browland appears to be a compound of 'brow' (hill summit/ridge) + 'land', both English elements. The phonetic structure follows English toponymic patterns, though the specific location and historical context would strengthen this analysis.",Medium
50927,63401,IPN0066589,Stirling,Stirling,0,LOC,Stirlingshire,Stirling,Central,Stirling and Falkirk,Scotland,,,Stirling,LD,Central,DIST,S12000030,Stirling,CA,,,,S08000019,Forth Valley,,,S99999999,,,,,S14000057,Stirling,S15000001,Scotland,S23000009,Scotland,2798340693098.0,279834.0,693098.0,NS7993,56.115455,-3.934156,Brittonic,"Stirling derives from Brittonic *Sruelin, meaning 'place of strife/battle'. The initial 'str-' element and phonetic development through Middle Welsh influence shows clear Brittonic origins, later adapted through Scots pronunciation patterns.",High
1216,1596,IPN0001703,Applecross,Applecross,0,LOC,Ross-shire,Ross and Cromarty,Highland,Ross and Cromarty,Scotland,,,Lochcarron,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000055,"Ross, Skye and Lochaber",S15000001,Scotland,S23000009,Scotland,1712220844565.0,171222.0,844565.0,NG7144,57.43359,-5.813164,Scottish Gaelic,"Applecross comes from Scottish Gaelic 'A' Chomraich' meaning 'the sanctuary'. Despite the English-appearing 'Apple-' element, this is actually a folk etymology transformation of the original Gaelic name, typical of Highland place names in areas of strong Gaelic settlement.",High
33423,41840,IPN0043961,Lothmore,Lothmore,0,LOC,Sutherland,Sutherland,Highland,Sutherland,Scotland,,,"Kildonan, Loth and Clyne",LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000009,"Caithness, Sutherland and Easter Ross",S15000001,Scotland,S23000009,Scotland,2970410911419.0,297041.0,911419.0,NC9711,58.079799,-3.747486,Scottish Gaelic,"Contains the Gaelic suffix '-more' (mòr meaning 'big/great'). The first element 'Loth' likely derives from Gaelic 'loth' meaning 'muddy place' or 'bog', making this 'great muddy place' or 'big bog'. This follows typical Gaelic toponymic patterns with descriptive landscape terms.",High
56957,71134,IPN0074608,Voy,Voy,0,LOC,Orkney,Orkney,,Orkney,Scotland,,,Mainland,LD,Orkney,IA,S12000023,Orkney Islands,CA,,,,S08000025,Orkney,,,S99999999,,,,,S14000051,Orkney and Shetland,S15000001,Scotland,S23000009,Scotland,3257771015211.0,325777.0,1015211.0,HY2515,59.017481,-3.29432,Norse,"Likely derives from Old Norse 'vágr' meaning 'bay' or 'creek', which appears in many Scottish coastal place names. The phonetic development from vágr to 'Voy' follows known patterns of Norse linguistic influence in Scotland, particularly in areas of Viking settlement along coasts and islands.",Medium
20068,25375,IPN0026680,Freuchie,Freuchie,0,LOC,Fife,Fife,Fife,Fife,Scotland,,,Cupar,LD,Fife,DIST,S12000047,Fife,CA,,,,S08000029,Fife,,,S99999999,,,,,S14000049,North East Fife,S15000001,Scotland,S23000009,Scotland,3283480706739.0,328348.0,706739.0,NO2806,56.247739,-3.157857,Scottish Gaelic,"Derives from Gaelic 'fraochaidh' meaning 'heathery place', from 'fraoch' (heather) with the locative suffix '-aidh'. This is a common Gaelic toponymic pattern describing vegetation or landscape characteristics. The phonetic development from fraochaidh to 'Freuchie' follows typical anglicization patterns of Gaelic place names.",High
56467,70530,IPN0073983,Upperkilchattan,Upper Kilchattan,0,LOC,Argyllshire,Argyll,Strathclyde,Argyll and Bute,Scotland,,,Jura and Colonsay,LD,Strathclyde,DIST,S12000035,Argyll and Bute,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000005,Argyll and Bute,S15000001,Scotland,S23000009,Scotland,1372040695374.0,137204.0,695374.0,NR3795,56.078713,-6.225097,Scottish Gaelic,"Contains 'kil-' (from Gaelic 'cill' meaning church) + 'chattan' (likely referring to Clan Chattan or 'cat àn' meaning little cat). The 'Upper-' prefix is English but the core toponym is clearly Gaelic ecclesiastical, following the common Scottish pattern of English directional prefixes added to Gaelic place names.",High
5469,7061,IPN0007424,Bonkle,Bonkle,0,LOC,Lanarkshire,Lanark,Strathclyde,Lanarkshire,Scotland,,,Seventh,LD,Strathclyde,DIST,S12000050,North Lanarkshire,CA,,,,S08000032,Lanarkshire,,,S99999999,,,,,S14000003,Airdrie and Shotts,S15000001,Scotland,S23000009,Scotland,2836280656961.0,283628.0,656961.0,NS8356,55.79189,-3.857561,Scots,"Appears to derive from Scots 'bonnie' (beautiful) + diminutive suffix, or possibly from 'bonk' (small hill) + diminutive '-le'. The phonetic structure and morphology are consistent with Scots linguistic patterns rather than Gaelic or other origins. Located in central Scotland where Scots was historically dominant.",Medium
8405,10710,IPN0011250,Burrelton,Burrelton,0,LOC,Perthshire,Perth,Tayside,Perth and Kinross,Scotland,,,Eastern,LD,Tayside,DIST,S12000048,Perth and Kinross,CA,,,,S08000030,Tayside,,,S99999999,,,,,S14000054,Perth and North Perthshire,S15000001,Scotland,S23000009,Scotland,3198710736831.0,319871.0,736831.0,NO1936,56.516662,-3.303817,English,"Clear English compound: 'Burrel' (personal name or 'burrel' meaning coarse woolen cloth) + '-ton' (Old English 'tūn' meaning settlement/farmstead). The '-ton' suffix is a definitive marker of Anglo-Saxon settlement nomenclature, indicating English linguistic origin despite Scottish location.",High
53188,66741,IPN0070102,Thehoullands,The Houllands,0,LOC,Shetland,Zetland,,Shetland,Scotland,,,Delting,LD,Shetland,IA,S12000027,Shetland Islands,CA,,,,S08000026,Shetland,,,S99999999,,,,,S14000051,Orkney and Shetland,S15000001,Scotland,S23000009,Scotland,4361611166381.0,436161.0,1166381.0,HU3666,60.37978,-1.346008,Scots,"Contains 'lands' suffix typical of Scots land tenure terminology. 'Thehoul-' element is unclear but the overall structure suggests Scots origin, possibly meaning 'the hollow lands' with dialectal spelling variations common in historical Scots usage.",Medium
48373,60310,IPN0063308,Sibbaldbie,Sibbaldbie,0,LOC,Dumfriesshire,Dumfries,Dumfries and Galloway,Dumfries,Scotland,,,Lockerbie,LD,Dumfries and Galloway,DIST,S12000006,Dumfries and Galloway,CA,,,,S08000017,Dumfries and Galloway,,,S99999999,,,,,S14000014,"Dumfriesshire, Clydesdale and Tweeddale",S15000001,Scotland,S23000009,Scotland,3144590587495.0,314459.0,587495.0,NY1487,55.174334,-3.344607,Scots,Clear Scots compound with Germanic personal name 'Sibbald' (Old English/Germanic origin) + 'bie' variant of 'by' meaning settlement or dwelling. This pattern of personal name + habitative element is characteristic of Scots toponymy influenced by Anglo-Saxon settlement patterns.,High
55690,69612,IPN0073044,Tulloch,Tulloch,0,LOC,Perthshire,Perth,Tayside,Perth and Kinross,Scotland,,,Perth,LD,Tayside,DIST,S12000048,Perth and Kinross,CA,,,,S08000030,Tayside,,,S99999999,,,,,S14000054,Perth and North Perthshire,S15000001,Scotland,S23000009,Scotland,3096120725315.0,309612.0,725315.0,NO0925,56.411375,-3.466487,Scottish Gaelic,"From Scottish Gaelic 'tulach' meaning hillock or knoll. This is a very common Gaelic topographic term found throughout Scotland, particularly in Highland and formerly Gaelic-speaking areas. The word directly describes landscape features and represents pure Gaelic toponymic heritage.",High
1037,20390,IPN0021421,Drumbeg,An Druim Beag,0,LOC,Sutherland,Sutherland,Highland,Sutherland,Scotland,,,Assynt,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000009,"Caithness, Sutherland and Easter Ross",S15000001,Scotland,S23000009,Scotland,2122660932638.0,212266.0,932638.0,NC1232,58.242278,-5.200031,Scottish Gaelic,"Contains 'Drum-' (Scottish Gaelic 'druim' meaning ridge/back) and '-beg' (Scottish Gaelic 'beag' meaning small). This follows the classic Gaelic pattern of descriptive compound toponyms, meaning 'small ridge'.",High
44740,55687,IPN0058452,Rashielee,Rashielee,0,LOC,Renfrewshire,Renfrew,Strathclyde,Renfrewshire,Scotland,,,Third,LD,Strathclyde,DIST,S12000038,Renfrewshire,CA,,,,S08000031,Greater Glasgow and Clyde,,,S99999999,,,,,S14000052,Paisley and Renfrewshire North,S15000001,Scotland,S23000009,Scotland,2465710670849.0,246571.0,670849.0,NS4670,55.90621,-4.455892,Scots,"Contains 'Rashie' likely from Scots 'rash' (rushes) and 'lee' (meadow/shelter), indicating a rush-covered meadow or sheltered place with rushes. The phonetic structure and agricultural terminology are characteristic of Lowland Scots toponymy.",Medium
12701,16157,IPN0016966,Contin,Contin,0,LOC,Ross-shire,Ross and Cromarty,Highland,Ross and Cromarty,Scotland,,,Muir of Ord,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000055,"Ross, Skye and Lochaber",S15000001,Scotland,S23000009,Scotland,2456570856410.0,245657.0,856410.0,NH4556,57.571292,-4.582334,Scottish Gaelic,"Derives from Scottish Gaelic 'Cuinntinn', possibly related to 'coinnich' (to meet) or a personal name. The phonetic structure and single-element nature are typical of Gaelic settlement names, particularly in Highland contexts.",High
15908,20043,IPN0021058,Douglaswater,Douglas Water,0,LOC,Lanarkshire,Lanark,Strathclyde,Lanarkshire,Scotland,,,First,LD,Strathclyde,DIST,S12000029,South Lanarkshire,CA,,,,S08000032,Lanarkshire,,,S99999999,,,,,S14000014,"Dumfriesshire, Clydesdale and Tweeddale",S15000001,Scotland,S23000009,Scotland,2873320636367.0,287332.0,636367.0,NS8736,55.607821,-3.790043,Scots,"Compound name combining 'Douglas' (Scots/Germanic personal name or dark water from Gaelic 'dubh glas') with 'water' (Germanic/Scots element). The 'water' suffix is characteristic of Scots toponymy in southern Scotland, referring to rivers or streams.",High
43496,54171,IPN0056884,Poolewe,Poolewe,0,LOC,Ross-shire,Ross and Cromarty,Highland,Ross and Cromarty,Scotland,,,Gairloch,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000055,"Ross, Skye and Lochaber",S15000001,Scotland,S23000009,Scotland,1858160880779.0,185816.0,880779.0,NG8580,57.765355,-5.602596,Scottish Gaelic,"From Scottish Gaelic 'Poll Èibh' meaning 'pool of Ewe'. 'Poll' (pool/pit) is a common Gaelic topographic element, and 'Èibh' refers to the River Ewe. Located in Wester Ross, a historically Gaelic-speaking area of the Highlands.",High
41103,51380,IPN0053977,Oxnam,Oxnam,0,LOC,Roxburghshire,Roxburgh,Borders,"Roxburgh, Ettrick and Lauderdale",Scotland,,,Jedburgh,LD,Borders,DIST,S12000026,Scottish Borders,CA,,,,S08000016,Borders,,,S99999999,,,,,S14000008,"Berwickshire, Roxburgh and Selkirk",S15000001,Scotland,S23000009,Scotland,3698710618450.0,369871.0,618450.0,NT6918,55.458964,-2.477999,Scots,"Likely from Old English/Scots 'Oxa' (personal name) + 'ham' (homestead/settlement), phonetically evolved to '-nam'. This Germanic settlement pattern is typical of Anglo-Saxon colonization in the Scottish Borders region, where this name would geographically fit.",Medium
23184,29114,IPN0030649,Haggs,Haggs,0,LOC,Stirlingshire,Stirling,Central,Stirling and Falkirk,Scotland,,,Central No 2,LD,Central,DIST,S12000014,Falkirk,CA,,,,S08000019,Forth Valley,,,S99999999,,,,,S14000028,Falkirk,S15000001,Scotland,S23000009,Scotland,2790780678996.0,279078.0,678996.0,NS7978,55.988637,-3.939936,Scots,"Likely derives from Scots 'hagg' meaning a bog, marsh, or wet ground, with the plural '-s' suffix. This reflects Germanic/Anglo-Saxon influence through Scots language, common in Lowland Scotland for describing marshy terrain features.",Medium
37058,46254,IPN0048578,Morebattle,Morebattle,0,LOC,Roxburghshire,Roxburgh,Borders,"Roxburgh, Ettrick and Lauderdale",Scotland,,,Kelso,LD,Borders,DIST,S12000026,Scottish Borders,CA,,,,S08000016,Borders,,,S99999999,,,,,S14000008,"Berwickshire, Roxburgh and Selkirk",S15000001,Scotland,S23000009,Scotland,3769430624930.0,376943.0,624930.0,NT7624,55.517574,-2.366711,English,"Compound of English 'more' (moor, marshland) + 'battle', likely referring to a historical battle site on moorland. The linguistic structure and elements are clearly English rather than Celtic, fitting the Anglo-Saxon settlement pattern in the Borders region.",High
28780,36032,IPN0037855,Kenovay,Kenovay,0,LOC,Argyllshire,Argyll,Strathclyde,Argyll and Bute,Scotland,,,Tiree and Coll,LD,Strathclyde,DIST,S12000035,Argyll and Bute,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000005,Argyll and Bute,S15000001,Scotland,S23000009,Scotland,995460747034.0,99546.0,747034.0,NL9947,56.519008,-6.88684,Scottish Gaelic,"Appears to derive from Scottish Gaelic, possibly 'ceann' (head/end) + 'bheith' or similar elements. The '-ay' ending could represent anglicization of a Gaelic locative or descriptive suffix. The phonetic structure suggests Gaelic origin despite anglicized spelling.",Medium
46357,57698,IPN0060564,Rubhaban,Rubha Ban,0,LOC,Inverness-shire,Inverness,,Western Isles,Scotland,,,South Uist,LD,Western Isles,IA,S12000013,Na h-Eileanan Siar,CA,,,,S08000028,Western Isles,,,S99999999,,,,,S14000027,Na h-Eileanan an Iar,S15000001,Scotland,S23000009,Scotland,786890811903.0,78689.0,811903.0,NF7811,57.085517,-7.305982,Scottish Gaelic,"Contains 'rubha' (Gaelic for 'point' or 'promontory') + '-ban' (meaning 'white' or 'fair'). This follows typical Gaelic compound structure for coastal topographical features, meaning 'white point' or 'fair promontory'.",High
37238,46459,IPN0048788,Mossblown,Mossblown,0,LOC,Ayrshire,Ayr,Strathclyde,Ayrshire and Arran,Scotland,,,Ayr,LD,Strathclyde,DIST,S12000028,South Ayrshire,CA,,,,S08000015,Ayrshire and Arran,,,S99999999,,,,,S14000010,Central Ayrshire,S15000001,Scotland,S23000009,Scotland,2402750624819.0,240275.0,624819.0,NS4024,55.490991,-4.529648,Scots,"Compound of 'moss' (Scots/Germanic for boggy ground or peat bog) + 'blown' (past participle suggesting wind-exposed terrain). This follows typical Scots naming patterns for describing local topographical conditions, particularly in lowland agricultural areas.",High
59555,74498,IPN0078130,Whiterashes,Whiterashes,0,LOC,Aberdeenshire,Aberdeen,Grampian,Aberdeenshire,Scotland,,,Aberdeen,LD,Grampian,DIST,S12000034,Aberdeenshire,CA,,,,S08000020,Grampian,,,S99999999,,,,,S14000037,Gordon,S15000001,Scotland,S23000009,Scotland,3854120823446.0,385412.0,823446.0,NJ8523,57.301356,-2.24374,Scots,"Compound of 'white' + 'rashes' (Scots dialect for rushes or marshy vegetation). The plural '-es' ending and descriptive color + vegetation pattern is characteristic of Scots toponymy, describing white-flowering rushes or pale marsh grasses.",High
29451,36972,IPN0038847,Kinlochmore,Kinlochmore,0,LOC,Inverness-shire,Inverness,Highland,Inverness,Scotland,,,Lochaber,LD,Highland,DIST,S12000017,Highland,CA,,,,S08000022,Highland,,,S99999999,,,,,S14000055,"Ross, Skye and Lochaber",S15000001,Scotland,S23000009,Scotland,2187040762098.0,218704.0,762098.0,NN1862,56.715237,-4.963854,Scottish Gaelic,"Contains 'Kinloch-' (Gaelic ceann loch = head of the loch) + '-more' (Gaelic mòr = big/great). This is a classic Gaelic compound meaning 'head of the big loch', following standard Highland toponymic patterns.",High
12894,16369,IPN0017191,Corbiehall,Corbiehall,0,LOC,West Lothian,West Lothian,Central,Stirling and Falkirk,Scotland,,,Bo'ness,LD,Central,DIST,S12000014,Falkirk,CA,,,,S08000019,Forth Valley,,,S99999999,,,,,S14000043,Linlithgow and East Falkirk,S15000001,Scotland,S23000009,Scotland,2993950681301.0,299395.0,681301.0,NS9981,56.014033,-3.615283,Scots,"Compound of 'Corbie' (Scots for crow/raven, from Old French corbin) + 'hall' (Germanic element meaning manor house/large building). Typical Lowland Scots toponymy combining French-derived animal name with Germanic architectural term.",High
18097,22899,IPN0024101,Eoligarry,Eoligarry,0,LOC,Inverness-shire,Inverness,,Western Isles,Scotland,,,Barra,LD,Western Isles,IA,S12000013,Na h-Eileanan Siar,CA,,,,S08000028,Western Isles,,,S99999999,,,,,S14000027,Na h-Eileanan an Iar,S15000001,Scotland,S23000009,Scotland,703410807891.0,70341.0,807891.0,NF7007,57.043742,-7.43783,Scottish Gaelic,"Appears to be Gaelic 'Eòlaigearraidh', likely containing elements meaning 'knowledge' or 'skill' (eòlas) combined with a locative ending. The '-garry' element may relate to Gaelic 'gearraidh' (enclosure/garden). Structure suggests Hebridean Gaelic origin.",Medium
